pid,segment,cluster
4575,High engagers,0
4576,Passive,2
4577,Passive,2
4578,Moderate,1
4579,Moderate,1
4580,Moderate,1
4581,Moderate,1
4582,Moderate,1
4583,High engagers,0
4585,Moderate,1
4586,Moderate,1
4587,High engagers,0
4588,Moderate,1
4589,Moderate,1
4590,Moderate,1
4591,High engagers,0
4592,High engagers,0
4593,High engagers,0
4594,High engagers,0
4595,Moderate,1
4597,High engagers,0
4598,High engagers,0
4599,Moderate,1
4600,Moderate,1
4601,High engagers,0
4602,High engagers,0
4604,Passive,2
4605,Passive,2
4606,High engagers,0
4607,Passive,2
4608,Moderate,1
4609,Moderate,1
4611,Moderate,1
4612,Moderate,1
4613,High engagers,0
4614,High engagers,0
4615,High engagers,0
4616,High engagers,0
4617,Passive,2
4618,Moderate,1
4619,Passive,2
4620,Moderate,1
4621,Passive,2
4622,Passive,2
4623,Moderate,1
4624,Passive,2
4625,Passive,2
4626,Passive,2
4627,High engagers,0
4628,Passive,2
4629,High engagers,0
4630,Passive,2
4631,Moderate,1
4632,Passive,2
4633,Passive,2
4634,High engagers,0
4635,Moderate,1
4636,Passive,2
4637,High engagers,0
4638,Moderate,1
4639,High engagers,0
4640,Moderate,1
4641,High engagers,0
4642,High engagers,0
4643,High engagers,0
4644,Moderate,1
4645,Moderate,1
4647,High engagers,0
4648,Moderate,1
4649,High engagers,0
4650,High engagers,0
4651,Passive,2
4652,High engagers,0
4653,High engagers,0
4654,High engagers,0
4655,High engagers,0
4656,Moderate,1
4657,High engagers,0
4658,Passive,2
4659,Moderate,1
4660,Passive,2
4661,High engagers,0
4662,Passive,2
4663,Passive,2
4664,Passive,2
4665,Moderate,1
4666,High engagers,0
4667,High engagers,0
4668,High engagers,0
4669,Moderate,1
4670,Moderate,1
4671,Passive,2
4672,Passive,2
4673,High engagers,0
4674,High engagers,0
4675,Moderate,1
4676,High engagers,0
4677,Passive,2
4678,Moderate,1
4679,High engagers,0
4680,Moderate,1
4681,High engagers,0
4682,Moderate,1
4683,High engagers,0
4684,Passive,2
4686,High engagers,0
4687,High engagers,0
4688,Passive,2
4689,High engagers,0
4690,High engagers,0
4691,Moderate,1
4692,High engagers,0
4693,Moderate,1
4694,Passive,2
4695,High engagers,0
4696,High engagers,0
4697,Passive,2
4698,High engagers,0
4699,High engagers,0
4700,Moderate,1
4701,Passive,2
4702,Passive,2
4703,Passive,2
4704,Moderate,1
4705,Passive,2
4706,High engagers,0
4707,Moderate,1
4708,Moderate,1
4709,High engagers,0
4710,Moderate,1
4711,Moderate,1
4712,High engagers,0
4713,Moderate,1
4714,Moderate,1
4715,Passive,2
4716,High engagers,0
4717,High engagers,0
4718,Moderate,1
4719,High engagers,0
4720,Passive,2
4721,Passive,2
4722,High engagers,0
4723,Passive,2
4724,Passive,2
4725,High engagers,0
4726,Moderate,1
4727,Moderate,1
4728,Moderate,1
4729,High engagers,0
4730,High engagers,0
4731,Moderate,1
4732,Passive,2
4733,Passive,2
4734,High engagers,0
4735,Moderate,1
4736,High engagers,0
4737,High engagers,0
4738,Moderate,1
4739,Moderate,1
4740,High engagers,0
4741,Moderate,1
4742,Moderate,1
4743,High engagers,0
4744,High engagers,0
4745,Passive,2
4746,High engagers,0
4747,High engagers,0
4748,Passive,2
4749,Moderate,1
4750,Passive,2
4751,High engagers,0
4752,High engagers,0
4753,High engagers,0
4754,Moderate,1
4755,High engagers,0
4756,Passive,2
4757,High engagers,0
4758,High engagers,0
4759,Moderate,1
4760,High engagers,0
4761,High engagers,0
4762,Moderate,1
4763,Moderate,1
4764,High engagers,0
4765,Moderate,1
4766,Moderate,1
4767,Passive,2
4768,Passive,2
4769,Passive,2
4770,High engagers,0
4771,Moderate,1
4772,High engagers,0
4773,High engagers,0
4774,Passive,2
4775,High engagers,0
4776,Moderate,1
4777,Passive,2
4778,High engagers,0
4779,High engagers,0
4780,High engagers,0
4781,Moderate,1
4782,Passive,2
4783,High engagers,0
4784,Moderate,1
4786,Passive,2
4787,Passive,2
4788,Passive,2
4789,High engagers,0
4790,High engagers,0
4791,High engagers,0
4792,Passive,2
4793,High engagers,0
4794,High engagers,0
4795,High engagers,0
4796,High engagers,0
4797,Moderate,1
4798,High engagers,0
4799,Moderate,1
4800,High engagers,0
4801,Passive,2
4802,High engagers,0
4803,High engagers,0
4804,High engagers,0
4805,High engagers,0
4806,High engagers,0
4807,Moderate,1
4808,Moderate,1
4809,High engagers,0
4810,High engagers,0
4811,Passive,2
4812,High engagers,0
4813,Passive,2
4814,High engagers,0
4815,High engagers,0
4816,Moderate,1
4817,Passive,2
4818,Moderate,1
4819,High engagers,0
4820,High engagers,0
4821,High engagers,0
4822,High engagers,0
4823,Passive,2
4824,Passive,2
4825,Moderate,1
4826,Moderate,1
4827,High engagers,0
4828,High engagers,0
4829,High engagers,0
4830,High engagers,0
4831,High engagers,0
4832,Passive,2
4833,Passive,2
4834,High engagers,0
4835,High engagers,0
4836,High engagers,0
4837,Passive,2
4838,High engagers,0
4839,Moderate,1
4840,Moderate,1
4841,High engagers,0
4842,Moderate,1
4843,High engagers,0
4844,High engagers,0
4845,Moderate,1
4846,Passive,2
4847,Passive,2
4848,High engagers,0
4849,Moderate,1
4850,Passive,2
4851,High engagers,0
4852,High engagers,0
4853,Passive,2
4854,High engagers,0
4855,Moderate,1
4856,Passive,2
4857,Passive,2
4858,Passive,2
4859,High engagers,0
4860,Moderate,1
4861,Moderate,1
4862,High engagers,0
4863,Moderate,1
4864,Passive,2
4865,Moderate,1
4866,High engagers,0
4867,High engagers,0
4868,Passive,2
4869,High engagers,0
4870,Passive,2
4871,Passive,2
4872,Moderate,1
4873,High engagers,0
4874,High engagers,0
4875,High engagers,0
4876,Passive,2
4877,High engagers,0
4878,Moderate,1
4879,Moderate,1
4880,High engagers,0
4881,Passive,2
4882,Moderate,1
4883,Moderate,1
4884,Moderate,1
4885,High engagers,0
4886,High engagers,0
4887,Passive,2
4888,High engagers,0
4889,Moderate,1
4891,Passive,2
4892,High engagers,0
4893,High engagers,0
4894,High engagers,0
4895,High engagers,0
4896,High engagers,0
4897,Passive,2
4898,Passive,2
4899,Moderate,1
4900,High engagers,0
4901,Passive,2
4902,High engagers,0
4903,Passive,2
4904,Moderate,1
4905,Passive,2
4906,Moderate,1
4907,Passive,2
4908,High engagers,0
4909,Passive,2
4910,High engagers,0
4911,Moderate,1
4912,Moderate,1
4913,High engagers,0
4914,Passive,2
4915,High engagers,0
4916,Moderate,1
4917,High engagers,0
4918,High engagers,0
4919,High engagers,0
4920,High engagers,0
4921,High engagers,0
4922,High engagers,0
4923,High engagers,0
4924,Passive,2
4925,Moderate,1
4926,High engagers,0
4927,Moderate,1
4928,Passive,2
4929,High engagers,0
4930,High engagers,0
4931,Passive,2
4932,High engagers,0
4933,High engagers,0
4934,Moderate,1
4935,High engagers,0
4936,High engagers,0
4937,Moderate,1
4938,Passive,2
4939,Moderate,1
4940,Moderate,1
4941,High engagers,0
4942,Moderate,1
4943,High engagers,0
4945,High engagers,0
4946,High engagers,0
4947,Passive,2
4948,High engagers,0
4949,Passive,2
4950,Passive,2
4951,Passive,2
4952,High engagers,0
4953,Moderate,1
4955,Passive,2
4956,Moderate,1
4957,High engagers,0
4958,Moderate,1
4959,Moderate,1
4960,High engagers,0
4961,Passive,2
4962,High engagers,0
4963,Moderate,1
4964,High engagers,0
4965,High engagers,0
4966,Passive,2
4967,High engagers,0
4968,Moderate,1
4969,Moderate,1
4970,Passive,2
4971,Moderate,1
4972,High engagers,0
4973,High engagers,0
4974,Moderate,1
4975,Passive,2
4976,Passive,2
4977,Moderate,1
4978,Passive,2
4979,Moderate,1
4980,Moderate,1
4981,Passive,2
4982,Moderate,1
4983,High engagers,0
4984,High engagers,0
4985,Passive,2
4986,Moderate,1
4987,Moderate,1
4988,High engagers,0
4989,High engagers,0
4990,Passive,2
4991,Passive,2
4992,High engagers,0
4993,High engagers,0
4994,High engagers,0
4995,Moderate,1
4996,Passive,2
4997,High engagers,0
4998,High engagers,0
4999,High engagers,0
5000,Passive,2
5001,Moderate,1
5002,Passive,2
5003,High engagers,0
5004,Passive,2
5005,High engagers,0
5006,Moderate,1
5007,Passive,2
5008,Moderate,1
5009,Moderate,1
5010,High engagers,0
5011,High engagers,0
5012,Moderate,1
5013,Moderate,1
5014,Moderate,1
5015,High engagers,0
5016,High engagers,0
5017,Moderate,1
5018,High engagers,0
5019,High engagers,0
5020,Moderate,1
5021,Moderate,1
5022,Moderate,1
5023,High engagers,0
5024,Moderate,1
5025,High engagers,0
5026,Moderate,1
5027,High engagers,0
5028,Passive,2
5029,High engagers,0
5030,Moderate,1
5031,Moderate,1
5032,High engagers,0
5033,Passive,2
5034,High engagers,0
5035,Passive,2
5036,Moderate,1
5037,Moderate,1
5038,Passive,2
5039,Passive,2
5040,Passive,2
5041,High engagers,0
5042,High engagers,0
5043,High engagers,0
5044,Moderate,1
5045,Passive,2
5047,High engagers,0
5048,High engagers,0
5049,Passive,2
5051,High engagers,0
5052,Passive,2
5053,High engagers,0
5054,High engagers,0
5055,Passive,2
5056,Moderate,1
5057,Moderate,1
5058,Passive,2
5059,High engagers,0
5060,Moderate,1
5061,High engagers,0
5062,High engagers,0
5063,High engagers,0
5064,High engagers,0
5065,High engagers,0
5066,High engagers,0
5067,Passive,2
5068,High engagers,0
5069,High engagers,0
5070,Passive,2
5071,Passive,2
5072,High engagers,0
5073,High engagers,0
5074,Moderate,1
5075,Passive,2
5076,Moderate,1
5077,Passive,2
5078,High engagers,0
5079,Passive,2
5080,Moderate,1
5081,High engagers,0
5082,High engagers,0
5083,Moderate,1
5084,Moderate,1
5085,Moderate,1
5086,High engagers,0
5087,Passive,2
5088,Moderate,1
5089,Moderate,1
5090,High engagers,0
5091,Passive,2
5092,High engagers,0
5093,High engagers,0
5094,Moderate,1
5096,Passive,2
5097,High engagers,0
5098,High engagers,0
5099,Moderate,1
5100,High engagers,0
5101,Passive,2
5102,High engagers,0
5103,Passive,2
5104,High engagers,0
5105,High engagers,0
5106,Moderate,1
5107,High engagers,0
5108,Moderate,1
5109,High engagers,0
5110,High engagers,0
5111,High engagers,0
5112,Moderate,1
5113,High engagers,0
5114,High engagers,0
5115,High engagers,0
5116,High engagers,0
5117,High engagers,0
5118,Passive,2
5119,High engagers,0
5120,High engagers,0
5121,High engagers,0
5122,Moderate,1
5123,Passive,2
5124,High engagers,0
5125,Moderate,1
5126,High engagers,0
5127,High engagers,0
5128,High engagers,0
5129,High engagers,0
5130,Passive,2
5131,Passive,2
5132,High engagers,0
5133,High engagers,0
5134,High engagers,0
5135,Passive,2
5136,Passive,2
5137,High engagers,0
5138,High engagers,0
5139,Moderate,1
5140,Moderate,1
5141,Moderate,1
5142,High engagers,0
5143,High engagers,0
5144,High engagers,0
5145,High engagers,0
5146,High engagers,0
5147,Passive,2
5148,High engagers,0
5149,High engagers,0
5150,Passive,2
5151,High engagers,0
5152,Moderate,1
5153,Moderate,1
5154,High engagers,0
5155,High engagers,0
5156,High engagers,0
5157,High engagers,0
5158,High engagers,0
5159,High engagers,0
5160,High engagers,0
5161,High engagers,0
5162,High engagers,0
5163,Moderate,1
5164,Passive,2
5165,High engagers,0
5166,High engagers,0
5167,High engagers,0
5168,Moderate,1
5169,High engagers,0
5170,Passive,2
5171,Moderate,1
5172,High engagers,0
5173,High engagers,0
5174,Moderate,1
5175,High engagers,0
5176,Moderate,1
5177,Passive,2
5178,Passive,2
5179,High engagers,0
5180,High engagers,0
5181,Moderate,1
5182,High engagers,0
5183,High engagers,0
5184,High engagers,0
5185,Moderate,1
5186,Passive,2
5187,High engagers,0
5188,High engagers,0
5189,Passive,2
5190,Moderate,1
5191,High engagers,0
5192,Moderate,1
5193,Passive,2
5194,High engagers,0
5195,High engagers,0
5197,Passive,2
5198,Moderate,1
5199,High engagers,0
5200,High engagers,0
5201,High engagers,0
5202,High engagers,0
5203,High engagers,0
5204,High engagers,0
5205,High engagers,0
5206,High engagers,0
5207,Passive,2
5208,High engagers,0
5209,Moderate,1
5210,Passive,2
5211,High engagers,0
5212,High engagers,0
5214,Moderate,1
5215,High engagers,0
5216,Moderate,1
5217,Moderate,1
5218,High engagers,0
5219,High engagers,0
5220,High engagers,0
5221,High engagers,0
5222,High engagers,0
5223,Passive,2
5224,Moderate,1
5225,Moderate,1
5226,Passive,2
5227,Passive,2
5228,Passive,2
5229,Moderate,1
5230,Moderate,1
5231,High engagers,0
5232,Moderate,1
5233,High engagers,0
5234,High engagers,0
5235,Passive,2
5236,Moderate,1
5237,Moderate,1
5238,Moderate,1
5239,Passive,2
5240,Moderate,1
5241,High engagers,0
5242,Passive,2
5243,Passive,2
5244,Passive,2
5245,Moderate,1
5246,High engagers,0
5247,Passive,2
5248,High engagers,0
5249,High engagers,0
5250,Moderate,1
5251,Passive,2
5252,Passive,2
5253,Passive,2
5254,Passive,2
5255,High engagers,0
5256,Passive,2
5257,High engagers,0
5258,High engagers,0
5259,Moderate,1
5260,Passive,2
5261,Passive,2
5262,High engagers,0
5263,High engagers,0
5264,High engagers,0
5265,High engagers,0
5266,Passive,2
5267,Passive,2
5268,Passive,2
5269,High engagers,0
5270,Moderate,1
5272,High engagers,0
5273,High engagers,0
5274,High engagers,0
5275,Passive,2
5276,High engagers,0
5277,High engagers,0
5278,High engagers,0
5279,High engagers,0
5280,Moderate,1
5281,High engagers,0
5282,High engagers,0
5284,Moderate,1
5285,Passive,2
5286,Moderate,1
5287,Passive,2
5288,Moderate,1
5289,Passive,2
5290,High engagers,0
5291,Moderate,1
5292,Moderate,1
5293,Passive,2
5294,High engagers,0
5295,High engagers,0
5296,Passive,2
5298,Moderate,1
5299,Moderate,1
5300,Moderate,1
5301,Moderate,1
5302,High engagers,0
5303,Moderate,1
5304,Moderate,1
5305,High engagers,0
5306,High engagers,0
5308,Passive,2
5309,High engagers,0
5310,Moderate,1
5311,High engagers,0
5312,High engagers,0
5313,High engagers,0
5314,Passive,2
5315,Passive,2
5316,Passive,2
5317,High engagers,0
5318,Passive,2
5319,Passive,2
5320,High engagers,0
5321,Moderate,1
5322,Moderate,1
5323,Moderate,1
5324,Moderate,1
5325,High engagers,0
5326,Moderate,1
5327,Moderate,1
5328,High engagers,0
5329,Passive,2
5330,Moderate,1
5331,High engagers,0
5332,Passive,2
5333,Moderate,1
5334,Passive,2
5335,High engagers,0
5336,High engagers,0
5337,High engagers,0
5338,High engagers,0
5339,High engagers,0
5340,High engagers,0
5341,High engagers,0
5342,Passive,2
5343,High engagers,0
5344,High engagers,0
5345,Passive,2
5346,High engagers,0
5347,Passive,2
5348,High engagers,0
5349,High engagers,0
5350,High engagers,0
5351,High engagers,0
5352,High engagers,0
5353,Passive,2
5354,Moderate,1
5355,High engagers,0
5356,High engagers,0
5357,Moderate,1
5358,High engagers,0
5359,Moderate,1
5360,High engagers,0
5361,High engagers,0
5362,High engagers,0
5363,Passive,2
5364,Moderate,1
5365,High engagers,0
5366,High engagers,0
5367,High engagers,0
5368,Passive,2
5369,High engagers,0
5370,High engagers,0
5371,High engagers,0
5373,Passive,2
5374,Moderate,1
5375,Moderate,1
5376,Moderate,1
5377,Passive,2
5378,Passive,2
5379,Passive,2
5380,High engagers,0
5381,Passive,2
5382,Moderate,1
5383,Passive,2
5384,Passive,2
5385,Moderate,1
5386,Passive,2
5387,Moderate,1
5388,High engagers,0
5389,High engagers,0
5390,High engagers,0
5391,High engagers,0
5392,High engagers,0
5394,Moderate,1
5395,Passive,2
5396,High engagers,0
5397,Moderate,1
5398,High engagers,0
5399,Passive,2
5400,High engagers,0
5401,High engagers,0
5402,Moderate,1
5403,Passive,2
5404,High engagers,0
5405,Moderate,1
5406,High engagers,0
5407,Moderate,1
5408,High engagers,0
5409,High engagers,0
5410,High engagers,0
5411,Passive,2
5412,Passive,2
5413,High engagers,0
5414,High engagers,0
5415,Passive,2
5416,Passive,2
5417,Passive,2
5419,High engagers,0
5420,High engagers,0
5421,High engagers,0
5422,High engagers,0
5423,High engagers,0
5424,High engagers,0
5425,Passive,2
5426,High engagers,0
5428,High engagers,0
5429,Moderate,1
5430,Passive,2
5431,High engagers,0
5432,Passive,2
5433,High engagers,0
5434,High engagers,0
5435,High engagers,0
5436,High engagers,0
5437,High engagers,0
5438,High engagers,0
5439,High engagers,0
5440,Moderate,1
5441,High engagers,0
5443,Passive,2
5444,Moderate,1
5445,High engagers,0
5446,Passive,2
5447,Passive,2
5448,High engagers,0
5449,High engagers,0
5450,Moderate,1
5451,Passive,2
5452,Moderate,1
5453,High engagers,0
5454,High engagers,0
5455,Passive,2
5456,Passive,2
5457,Passive,2
5458,Moderate,1
5459,High engagers,0
5460,High engagers,0
5461,Moderate,1
5462,High engagers,0
5463,Passive,2
5464,Moderate,1
5465,High engagers,0
5466,High engagers,0
5467,High engagers,0
5468,Moderate,1
5469,High engagers,0
5470,Passive,2
5471,High engagers,0
5472,High engagers,0
5473,Moderate,1
5474,Moderate,1
5475,High engagers,0
5476,Moderate,1
5477,Passive,2
5478,High engagers,0
5479,High engagers,0
5481,Moderate,1
5482,Moderate,1
5483,High engagers,0
5484,Passive,2
5485,Passive,2
5486,Moderate,1
5487,Moderate,1
5488,High engagers,0
5489,Passive,2
5490,Passive,2
5491,Passive,2
5492,Moderate,1
5493,High engagers,0
5494,Passive,2
5495,Passive,2
5496,Passive,2
5497,High engagers,0
5498,High engagers,0
5499,High engagers,0
5500,Moderate,1
5501,High engagers,0
5502,High engagers,0
5503,Moderate,1
5504,High engagers,0
5505,Moderate,1
5506,High engagers,0
5507,Moderate,1
5508,High engagers,0
5509,High engagers,0
5510,High engagers,0
5511,High engagers,0
5512,Passive,2
5513,Passive,2
5514,High engagers,0
5515,Moderate,1
5517,High engagers,0
5518,Passive,2
5519,Passive,2
5520,Passive,2
5521,Passive,2
5522,High engagers,0
5523,Moderate,1
5524,Passive,2
5525,Moderate,1
5526,High engagers,0
5527,Moderate,1
5528,Passive,2
5530,Moderate,1
5531,High engagers,0
5532,Moderate,1
5533,High engagers,0
5534,Moderate,1
5535,High engagers,0
5536,High engagers,0
5537,Moderate,1
5538,High engagers,0
5539,Moderate,1
5540,High engagers,0
5542,High engagers,0
5543,Passive,2
5544,Passive,2
5545,High engagers,0
5546,Moderate,1
5548,High engagers,0
5549,High engagers,0
5550,High engagers,0
5551,High engagers,0
5552,Passive,2
5553,High engagers,0
5554,High engagers,0
5555,High engagers,0
5556,Passive,2
5557,High engagers,0
5558,Moderate,1
5559,Moderate,1
5560,Passive,2
5561,High engagers,0
5562,Moderate,1
5563,High engagers,0
5564,Passive,2
5565,Moderate,1
5566,High engagers,0
5567,Moderate,1
5568,Moderate,1
5569,Passive,2
5570,Passive,2
5571,High engagers,0
5572,High engagers,0
5573,Moderate,1
5574,Moderate,1
5575,High engagers,0
5576,High engagers,0
5578,High engagers,0
5579,Passive,2
5580,High engagers,0
5581,Passive,2
5582,Moderate,1
5583,Moderate,1
5584,High engagers,0
5585,High engagers,0
5587,High engagers,0
5588,Passive,2
5589,Passive,2
5590,Passive,2
5591,Passive,2
5592,High engagers,0
5593,High engagers,0
5594,Moderate,1
5595,High engagers,0
5596,Moderate,1
5597,High engagers,0
5598,High engagers,0
5599,Moderate,1
5600,High engagers,0
5601,Passive,2
5602,Moderate,1
5603,High engagers,0
5604,Moderate,1
5605,Moderate,1
5606,High engagers,0
5607,Moderate,1
5608,High engagers,0
5609,Moderate,1
5610,Moderate,1
5611,High engagers,0
5612,High engagers,0
5613,High engagers,0
5614,High engagers,0
5615,Moderate,1
5616,Passive,2
5617,Moderate,1
5618,High engagers,0
5619,High engagers,0
5620,Passive,2
5621,High engagers,0
5622,Moderate,1
5623,High engagers,0
5624,High engagers,0
5625,Passive,2
5626,High engagers,0
5627,Passive,2
5628,High engagers,0
5629,High engagers,0
5630,High engagers,0
5631,High engagers,0
5632,Passive,2
5633,High engagers,0
5634,Moderate,1
5635,Moderate,1
5636,High engagers,0
5637,Moderate,1
5638,Moderate,1
5639,Moderate,1
5640,Moderate,1
5641,Passive,2
5642,Passive,2
5643,Passive,2
5644,High engagers,0
5645,High engagers,0
5646,Moderate,1
5647,Passive,2
5648,High engagers,0
5649,Passive,2
5650,High engagers,0
5651,Moderate,1
5652,High engagers,0
5653,Passive,2
5654,Passive,2
5655,Passive,2
5656,Moderate,1
5657,Moderate,1
5658,High engagers,0
5659,Passive,2
5660,High engagers,0
5661,High engagers,0
5662,Moderate,1
5663,High engagers,0
5664,Passive,2
5665,Moderate,1
5666,Moderate,1
5667,High engagers,0
5668,High engagers,0
5669,High engagers,0
5670,High engagers,0
5671,High engagers,0
5672,Passive,2
5673,High engagers,0
5674,Passive,2
5675,High engagers,0
5676,Passive,2
5677,High engagers,0
5678,High engagers,0
5679,High engagers,0
5680,High engagers,0
5681,High engagers,0
5682,Passive,2
5683,High engagers,0
5684,High engagers,0
5685,High engagers,0
5686,High engagers,0
5687,Moderate,1
5688,High engagers,0
5689,Moderate,1
5690,High engagers,0
5691,Moderate,1
5692,Moderate,1
5693,Passive,2
5694,Moderate,1
5695,High engagers,0
5696,High engagers,0
5697,High engagers,0
5698,Passive,2
5699,High engagers,0
5700,Passive,2
5701,Passive,2
5702,High engagers,0
5703,High engagers,0
5704,High engagers,0
5705,High engagers,0
5706,Passive,2
5707,Passive,2
5708,Moderate,1
5709,High engagers,0
5710,Moderate,1
5711,Moderate,1
5712,High engagers,0
5714,Passive,2
5715,Passive,2
5716,High engagers,0
5717,Passive,2
5719,Moderate,1
5720,High engagers,0
5721,Passive,2
5722,Passive,2
5723,High engagers,0
5724,High engagers,0
5725,High engagers,0
5726,High engagers,0
5727,Moderate,1
5728,High engagers,0
5729,Moderate,1
5730,Passive,2
5731,Moderate,1
5732,High engagers,0
5733,Passive,2
5734,High engagers,0
5735,High engagers,0
5737,Moderate,1
5738,Moderate,1
5739,High engagers,0
5740,High engagers,0
5741,Passive,2
5742,High engagers,0
5743,Passive,2
5744,Moderate,1
5745,Moderate,1
5746,Moderate,1
5747,High engagers,0
5748,High engagers,0
5751,Passive,2
5752,High engagers,0
5753,Passive,2
5754,Passive,2
5755,High engagers,0
5756,High engagers,0
5757,Moderate,1
5758,High engagers,0
5759,Moderate,1
5760,Moderate,1
5761,Passive,2
5762,High engagers,0
5763,Moderate,1
5764,High engagers,0
5765,Passive,2
5766,Passive,2
5767,High engagers,0
5768,High engagers,0
5769,Passive,2
5770,High engagers,0
5771,Moderate,1
5772,High engagers,0
5773,Moderate,1
5774,High engagers,0
5775,High engagers,0
5776,High engagers,0
5777,High engagers,0
5778,High engagers,0
5779,Moderate,1
5780,High engagers,0
5783,High engagers,0
5784,Moderate,1
5785,Moderate,1
5786,Moderate,1
5787,High engagers,0
5788,Moderate,1
5789,High engagers,0
5790,High engagers,0
5791,Passive,2
5792,Moderate,1
5793,Passive,2
5794,Passive,2
5795,Passive,2
5796,Passive,2
5797,Passive,2
5798,Moderate,1
5799,Moderate,1
5800,Passive,2
5801,High engagers,0
5802,High engagers,0
5803,High engagers,0
5804,High engagers,0
5805,Moderate,1
5806,Moderate,1
5807,Passive,2
5808,Passive,2
5809,High engagers,0
5810,Moderate,1
5811,Passive,2
5812,Moderate,1
5813,Moderate,1
5814,Moderate,1
5815,Moderate,1
5816,High engagers,0
5817,High engagers,0
5818,High engagers,0
5819,High engagers,0
5820,Moderate,1
5821,High engagers,0
5822,High engagers,0
5823,High engagers,0
5824,Passive,2
5825,Passive,2
5826,Passive,2
5827,Passive,2
5828,Moderate,1
5829,Moderate,1
5830,Passive,2
5831,Moderate,1
5832,Passive,2
5833,Moderate,1
5834,High engagers,0
5835,Moderate,1
5836,High engagers,0
5837,High engagers,0
5838,High engagers,0
5839,Passive,2
5840,High engagers,0
5841,High engagers,0
5842,High engagers,0
5843,High engagers,0
5844,High engagers,0
5845,High engagers,0
5846,High engagers,0
5847,Passive,2
5848,Moderate,1
5849,Passive,2
5850,High engagers,0
5851,High engagers,0
5852,Moderate,1
5853,Moderate,1
5854,Passive,2
5855,Passive,2
5856,Passive,2
5857,High engagers,0
5858,High engagers,0
5859,High engagers,0
5860,High engagers,0
5861,Moderate,1
5862,High engagers,0
5863,Moderate,1
5864,High engagers,0
5865,High engagers,0
5866,High engagers,0
5867,Passive,2
5868,High engagers,0
5869,High engagers,0
5870,Moderate,1
5871,High engagers,0
5872,Passive,2
5873,High engagers,0
5874,Passive,2
5875,Moderate,1
5876,Moderate,1
5877,High engagers,0
5878,High engagers,0
5879,High engagers,0
5880,High engagers,0
5881,Moderate,1
5882,High engagers,0
5883,Passive,2
5884,Passive,2
5885,Moderate,1
5886,Moderate,1
5887,High engagers,0
5888,High engagers,0
5889,Moderate,1
5890,Passive,2
5892,Passive,2
5893,Passive,2
5894,High engagers,0
5895,Passive,2
5896,High engagers,0
5897,High engagers,0
5898,High engagers,0
5899,High engagers,0
5900,High engagers,0
5901,Passive,2
5902,Moderate,1
5903,High engagers,0
5904,High engagers,0
5905,Moderate,1
5906,Moderate,1
5907,High engagers,0
5908,Passive,2
5909,Moderate,1
5910,Moderate,1
5911,High engagers,0
5912,High engagers,0
5913,High engagers,0
5914,Moderate,1
5915,High engagers,0
5916,High engagers,0
5917,High engagers,0
5918,High engagers,0
5919,Passive,2
5920,High engagers,0
5921,High engagers,0
5922,Passive,2
5923,High engagers,0
5924,High engagers,0
5925,Moderate,1
5926,High engagers,0
5927,Passive,2
5928,High engagers,0
5929,Moderate,1
5930,Moderate,1
5932,Passive,2
5933,High engagers,0
5934,Passive,2
5935,High engagers,0
5936,Moderate,1
5937,High engagers,0
5938,High engagers,0
5939,High engagers,0
5940,Moderate,1
5941,High engagers,0
5942,High engagers,0
5943,Moderate,1
5944,High engagers,0
5945,High engagers,0
5946,Passive,2
5947,High engagers,0
5948,High engagers,0
5949,High engagers,0
5950,Moderate,1
5951,High engagers,0
5952,High engagers,0
5953,High engagers,0
5954,High engagers,0
5955,High engagers,0
5956,High engagers,0
5957,High engagers,0
5958,High engagers,0
5959,Passive,2
5960,Moderate,1
5961,Passive,2
5962,High engagers,0
5963,High engagers,0
5964,Moderate,1
5965,Passive,2
5966,High engagers,0
5967,High engagers,0
5968,Passive,2
5969,Passive,2
5970,High engagers,0
5971,High engagers,0
5972,High engagers,0
5973,Moderate,1
5975,High engagers,0
5976,High engagers,0
5977,Passive,2
5978,High engagers,0
5979,High engagers,0
5980,Moderate,1
5981,Passive,2
5982,High engagers,0
5983,High engagers,0
5984,Passive,2
5985,High engagers,0
5986,High engagers,0
5987,High engagers,0
5988,High engagers,0
5990,High engagers,0
5991,Passive,2
5992,Moderate,1
5994,High engagers,0
5995,Moderate,1
5996,Passive,2
5997,High engagers,0
5998,Passive,2
5999,Passive,2
6000,Moderate,1
6001,Moderate,1
6002,Passive,2
6003,Moderate,1
6004,High engagers,0
6005,Moderate,1
6006,High engagers,0
6007,High engagers,0
6008,Passive,2
6009,Moderate,1
6010,High engagers,0
6011,High engagers,0
6012,Moderate,1
6013,Passive,2
6014,High engagers,0
6015,Passive,2
6016,Passive,2
6017,Moderate,1
6018,Passive,2
6019,High engagers,0
6020,Passive,2
6022,Moderate,1
6023,Passive,2
6024,High engagers,0
6025,High engagers,0
6026,Moderate,1
6027,Passive,2
6028,Moderate,1
6029,High engagers,0
6030,Moderate,1
6031,Moderate,1
6032,High engagers,0
6033,Passive,2
6034,High engagers,0
6035,High engagers,0
6036,High engagers,0
6037,Moderate,1
6038,Passive,2
6039,Passive,2
6040,High engagers,0
6041,High engagers,0
6042,Passive,2
6043,High engagers,0
6045,High engagers,0
6046,Passive,2
6047,High engagers,0
6048,Passive,2
6049,High engagers,0
6050,High engagers,0
6051,High engagers,0
6052,High engagers,0
6053,Passive,2
6054,Moderate,1
